CUST_ID,INITIALS,CUST_NAME,ADDRESS1,ADDRESS2,ADDRESS3,CITY,STATE,COUNTRY,PIN_NO,MOBILE_NUMBER,EMAIL_ID,PAN,GENDER,BIRTH_DATE,AGE,CUST_TYPE,KYC_STATUS,DELIVERY_CHANNEL,RECORD_INSERT_DATE,PROCESSED_FLAG,PROCESSED_DATE,CHEQUE_NO,EFFECT_DATE,POL_NUM_TXT,REG_NO,ENGINE_NO,CHASSIS_NO,COVERNOTE_NO,PROPOSAL_NO,ENDORSEMENT_EFF_DATE,DOC_ID,VENDOR_PRIORITY,VENDOR_NAME,TELEPHONE_NO,NOMINEE_NAME,RELATIONSHIP,POLICY_NO,E_POLICY_NO,ISSUED_DATE,MAKER,MODEL_NO,BODY_TYPE,MANUFACTURE_YEAR,SEATING_CAPACITY,PREMIUM_AMOUNT,RECEIPT_DATE
7677,T,Tesla,California,California,California,California,MP,Peru,896527,568726136,Tesla55@yahoo.com,Tes437T,Male,04/01/2004,55,Potential ,OngoingMonitoring,G-Mail,04/01/2004,FALSE,04/01/2004,851584609,04/01/2004,554,1206,3180,3408,4188,5172,01/02/1993,32,2,AlmaMaterLLC,182045,Tesla,SINGLE,573,3503,21/01/1999,RTO,5426,All,2003,5,232102,16/09/1996
1268,S,Siya,Missouri,Missouri,Missouri,Missouri,Gujarat,Peru,718422,627408485,Siya54@rediff.co.in,Siy690S,Male,02/09/2009,54,Loyal ,OngoingMonitoring,courier,02/09/2009,FALSE,02/09/2009,813698460,02/09/2009,991,1833,2993,3329,3189,4354,27/03/2003,3,1,AuthenticStreeSignsInc,672799,Siya,MARRID,5106,9093,19/11/2006,RTO,2164,All,2003,5,247228,22/11/2002
9443,A,Anand,Texas,Texas,Texas,Texas,UP,Afghanistan,291292,932184609,Anand37@yahoo.com,Ana561A,Transgender,22/08/2004,37,Potential ,CustomerIdentificationProgram,G-Mail,22/08/2004,TRUE,22/08/2004,197410571,22/08/2004,818,4031,3096,4601,1046,1772,21/09/2007,15,1,DriStickDecalCorp,683950,Anand,MARRID,115,7908,18/07/1992,RTA,3702,All,2004,3,745137,06/06/1999
4634,S,Smith,Bhopal,Bhopal,Bhopal,Bhopal,UP,Albania,992489,167556201,Smith49@rediff.co.in,Smi722S,Female,10/07/1999,49,Loyal ,CustomerIdentificationProgram,courier,10/07/1999,FALSE,10/07/1999,161017314,10/07/1999,469,3798,2392,4409,7661,7765,13/05/2006,11,1,DriStickDecalCorp,123788,Smith,MARRID,8341,7085,12/07/1998,Maruti.pvt,738,All,2007,10,411340,17/10/1990
784,A,Anamika,Oregon,Oregon,Oregon,Oregon,Gujarat,Brazil,473960,270630305,Anamika40@yahoo.com,Ana943A,Male,13/12/2009,40,Potential ,OngoingMonitoring,G-Mail,13/12/2009,FALSE,13/12/2009,137176667,13/12/2009,187,3494,2526,4084,3199,7493,01/02/2004,4,4,DriStickDecalCorp,903501,Anamika,SINGLE,4579,6596,28/04/1990, ACS ,9045,All,2006,3,472470,03/05/1999
1803,V,Vinay,Oregon,Oregon,Oregon,Oregon,Goa,Albania,386764,700649999,Vinay32@gmail.com,Vin141V,Female,29/09/2000,32,Loyal ,OngoingMonitoring,courier,29/09/2000,FALSE,29/09/2000,932154704,29/09/2000,491,2630,4596,3214,4978,3558,13/07/1990,8,3,ClubColorsBuyer,582321,Vinay,MARRID,686,666,31/07/2008,sinoploxpvt,6831,All,2006,5,526412,07/06/1998
8918,V,Vinay,Texas,Texas,Texas,Texas,Jharkhand,Brazil,784783,538649908,Vinay24@gmail.com,Vin148V,Male,25/02/2000,24,Potential ,OngoingMonitoring,G-Mail,25/02/2000,TRUE,25/02/2000,346863771,25/02/2000,184,4151,2483,3200,1892,6673,17/07/1992,49,4,ClubColorsBuyer,653676,Vinay,SINGLE,4122,3576,27/07/2004,sinoploxpvt,9573,All,2017,2,593511,03/02/2000
4427,S,Smith,Houston,Houston,Houston,Houston,Andhra Pradesh,India,455962,592817951,Smith22@yahoo.com,Smi271S,Female,10/07/1994,22,Loyal ,OngoingMonitoring,G-Mail,10/07/1994,FALSE,10/07/1994,206869198,10/07/1994,306,4919,4310,2144,9704,2940,01/10/1997,41,1,DriStickDecalCorp,742746,Smith,SINGLE,5654,8308,09/03/2008,RTA,6199,All,2015,10,790017,17/06/1990
1174,A,Anand,Missouri,Missouri,Missouri,Missouri,Andhra Pradesh,Afghanistan,752217,246200661,Anand32@rediff.co.in,Ana231A,Male,09/10/2007,32,Potential ,CustomerIdentificationProgram,G-Mail,09/10/2007,TRUE,09/10/2007,240118870,09/10/2007,494,3563,2595,4108,502,5840,03/12/1991,31,1,BroderBros,662774,Anand,MARRID,8896,1047,22/05/1997, ACS ,4566,All,2012,3,193692,09/07/1998
7404,S,Smith,maysur,maysur,maysur,maysur,Kerala,Pakistan,757443,910340025,Smith35@yahoo.com,Smi181S,Male,15/10/2008,35,Loyal ,OngoingMonitoring,courier,15/10/2008,FALSE,15/10/2008,489908498,15/10/2008,905,3559,4247,2355,2152,7012,18/06/2001,19,2,AuthenticStreeSignsInc,452718,Smith,SINGLE,929,3050,10/08/1997, ACS ,2532,All,2017,3,171418,01/12/1994
6436,A,Anand,Delhi,Delhi,Delhi,Delhi,Kerala,Albania,486343,908395181,Anand48@yahoo.com,Ana130A,Male,19/02/1998,48,New ,CustomerIdentificationProgram,courier,19/02/1998,FALSE,19/02/1998,745434995,19/02/1998,292,4526,3911,2765,2274,9615,08/12/1993,41,3,AuthenticStreeSignsInc,523860,Anand,SINGLE,8225,7817,28/07/1995,RTA,4582,All,1998,11,458550,19/12/1992
7414,K,Kapil,Texas,Texas,Texas,Texas,Gujarat,Albania,820054,847099265,Kapil26@yahoo.com,Kap602K,Transgender,10/09/1991,26,Potential ,CustomerDueDiligence,G-Mail,10/09/1991,TRUE,10/09/1991,567363623,10/09/1991,883,4487,2311,2753,6135,9560,10/08/2001,24,3,AlmaMaterLLC,242354,Kapil,MARRID,4156,2005,23/06/1990,sinoploxpvt,7301,All,1993,3,946428,13/02/2006
5531,A,Abhishek,Ohio,Ohio,Ohio,Ohio,Jharkhand,India,359987,135021035,Abhishek50@rediff.co.in,Abh865A,Transgender,27/01/1992,50,Loyal ,OngoingMonitoring,courier,27/01/1992,TRUE,27/01/1992,567427104,27/01/1992,558,2220,2410,4240,4290,6376,10/06/2006,9,4,AuthenticStreeSignsInc,122284,Abhishek,SINGLE,5835,192,17/02/1990,sinoploxpvt,8344,All,1998,4,815905,20/07/2008
1889,A,Abhishek,Nagpur,Nagpur,Nagpur,Nagpur,Bihar,Albania,155363,917483424,Abhishek34@yahoo.com,Abh306A,Female,28/06/1991,34,Impulsive,CustomerDueDiligence,courier,28/06/1991,TRUE,28/06/1991,832909317,28/06/1991,281,2411,3203,3096,7270,2674,01/01/1995,5,4,DriStickDecalCorp,162536,Abhishek,MARRID,7327,8427,30/08/2002,Maruti.pvt,7416,All,2008,9,807719,01/06/1999
681,T,Tarun,Missouri,Missouri,Missouri,Missouri,Jharkhand,Albania,661997,395310520,Tarun54@rediff.co.in,Tar328T,Male,03/01/2008,54,Loyal ,CustomerIdentificationProgram,G-Mail,03/01/2008,FALSE,03/01/2008,931161118,03/01/2008,754,4352,4992,3715,3158,3743,28/05/2007,12,3,ClubColorsBuyer,663342,Tarun,MARRID,413,1747,18/02/2003,Maruti.pvt,7010,All,2006,4,930536,14/03/2000
8796,S,Smith,Los Angeles,Los Angeles,Los Angeles,Los Angeles,Bihar,Brazil,811635,844870866,Smith56@rediff.co.in,Smi702S,Transgender,09/11/1991,56,Impulsive,CustomerDueDiligence,G-Mail,09/11/1991,TRUE,09/11/1991,221266578,09/11/1991,717,2750,4407,3160,9500,6182,29/08/2005,45,2,AuthenticStreeSignsInc,812595,Smith,SINGLE,3547,3910,07/02/2003,RTO,5724,All,2019,5,516507,20/07/2004
5640,S,Sachin,Delhi,Delhi,Delhi,Delhi,UP,Pakistan,247806,67691109,Sachin15@gmail.com,Sac245S,Female,20/06/2005,15,Loyal ,CustomerDueDiligence,courier,20/06/2005,TRUE,20/06/2005,467043512,20/06/2005,232,3221,2187,3214,6625,2220,01/03/1993,15,4,AlmaMaterLLC,522197,Sachin,SINGLE,4750,3298,16/08/2008, ACS ,8135,All,2007,10,925357,26/08/1993
306,S,Siya,Texas,Texas,Texas,Texas,UP,Afghanistan,610727,782480882,Siya57@rediff.co.in,Siy388S,Transgender,24/11/1994,57,Impulsive,CustomerDueDiligence,courier,24/11/1994,FALSE,24/11/1994,860550178,24/11/1994,982,1836,2402,3758,4372,7604,22/08/2007,37,2,ClubColorsBuyer,932998,Siya,SINGLE,708,1870,03/04/2005, ACS ,4578,All,1994,6,243945,24/09/1997
6817,N,Nikhil,pune,pune,pune,pune,Gujarat,Albania,637209,154324025,Nikhil35@rediff.co.in,Nik893N,Female,27/03/1998,35,Impulsive,OngoingMonitoring,G-Mail,27/03/1998,TRUE,27/03/1998,999582484,27/03/1998,445,3787,2343,3512,7781,1885,25/02/2005,2,2,AuthenticStreeSignsInc,262455,Nikhil,SINGLE,5075,9271,21/06/2006,RTO,2695,All,2003,3,823254,28/10/1991
7651,A,Anamika,Bombay,Bombay,Bombay,Bombay,Jharkhand,India,542472,157310011,Anamika29@gmail.com,Ana432A,Male,12/03/1997,29,Potential ,OngoingMonitoring,courier,12/03/1997,FALSE,12/03/1997,696021953,12/03/1997,806,4916,2995,2261,1506,1503,07/11/2003,43,2,BroderBros,903946,Anamika,SINGLE,1992,1494,24/04/1995, ACS ,5450,All,2010,4,470549,29/03/1996
1112,S,Suraj,Chicago,Chicago,Chicago,Chicago,UP,Oman,758231,623606294,Suraj30@rediff.co.in,Sur796S,Transgender,09/03/2006,30,Loyal ,OngoingMonitoring,G-Mail,09/03/2006,FALSE,09/03/2006,856018000,09/03/2006,162,2157,3399,3953,6778,3112,19/03/1994,8,3,AlmaMaterLLC,692323,Suraj,SINGLE,3498,9860,21/12/1991,RTO,3362,All,2008,9,132476,06/11/1996
8287,A,Anand,Houston,Houston,Houston,Houston,Bihar,Oman,829098,623244779,Anand23@rediff.co.in,Ana130A,Transgender,25/12/1994,23,Potential ,CustomerIdentificationProgram,G-Mail,25/12/1994,FALSE,25/12/1994,616693958,25/12/1994,411,2515,2054,2023,3801,3154,30/12/2001,44,1,BroderBros,533701,Anand,SINGLE,3870,7097,20/02/1994, ACS ,7084,All,2018,10,615947,12/09/1996
4734,S,Smith,Kentucky,Kentucky,Kentucky,Kentucky,Gujarat,Brazil,926866,633995001,Smith17@gmail.com,Smi514S,Transgender,05/06/2001,17,Potential ,CustomerIdentificationProgram,courier,05/06/2001,FALSE,05/06/2001,383106543,05/06/2001,793,2607,3946,3438,6939,7822,06/02/2007,14,4,DriStickDecalCorp,693566,Smith,MARRID,4346,8302,18/02/1995,RTO,6637,All,2013,4,650545,08/01/1991
384,K,Kapil,Missouri,Missouri,Missouri,Missouri,Bihar,Albania,793532,142667488,Kapil36@yahoo.com,Kap485K,Transgender,13/06/2000,36,Potential ,CustomerDueDiligence,courier,13/06/2000,FALSE,13/06/2000,802922602,13/06/2000,154,2091,3810,4231,6609,8074,27/02/2009,27,2,DriStickDecalCorp,342975,Kapil,SINGLE,9755,2412,18/04/1993,Maruti.pvt,3517,All,2006,1,733835,16/09/1992
8583,A,Anamika,Missouri,Missouri,Missouri,Missouri,Goa,Afghanistan,677645,359028720,Anamika45@gmail.com,Ana937A,Transgender,24/03/1995,45,Loyal ,CustomerIdentificationProgram,G-Mail,24/03/1995,FALSE,24/03/1995,262405909,24/03/1995,877,1600,4943,3773,2739,3910,20/08/2002,19,1,AuthenticStreeSignsInc,532900,Anamika,SINGLE,2412,3941,12/08/2008,Maruti.pvt,4683,All,2005,11,75987,03/09/2009
6162,N,Nikhil,Kentucky,Kentucky,Kentucky,Kentucky,Andhra Pradesh,Albania,241515,504266268,Nikhil34@yahoo.com,Nik553N,Male,15/02/2006,34,Potential ,CustomerIdentificationProgram,G-Mail,15/02/2006,TRUE,15/02/2006,743637481,15/02/2006,612,1199,4400,2926,1560,822,19/07/1992,24,3,AlmaMaterLLC,692392,Nikhil,MARRID,6672,1540,11/11/1990,Maruti.pvt,7304,All,2012,8,207762,15/08/2006
2768,S,Siya,Nevada,Nevada,Nevada,Nevada,Goa,Brazil,841766,290432223,Siya57@yahoo.com,Siy501S,Female,16/07/1995,57,Loyal ,CustomerDueDiligence,courier,16/07/1995,FALSE,16/07/1995,742494625,16/07/1995,892,4292,3898,3065,742,5711,28/11/2005,43,2,BroderBros,113639,Siya,MARRID,8463,8432,04/09/1992,Maruti.pvt,2294,All,2010,8,15765,25/10/2003
9335,S,Sonali,Chicago,Chicago,Chicago,Chicago,Andhra Pradesh,Brazil,880315,263081680,Sonali58@yahoo.com,Son739S,Female,28/01/2007,58,New ,CustomerIdentificationProgram,courier,28/01/2007,TRUE,28/01/2007,526459975,28/01/2007,159,4410,2818,4038,8035,1658,24/10/1998,0,3,AuthenticStreeSignsInc,722798,Sonali,MARRID,4168,2423,15/02/1996,Maruti.pvt,7325,All,2014,4,269240,09/04/2003
2598,S,Smith,Oregon,Oregon,Oregon,Oregon,MP,Pakistan,224660,649898904,Smith41@yahoo.com,Smi697S,Male,19/10/1992,41,Impulsive,CustomerIdentificationProgram,courier,19/10/1992,FALSE,19/10/1992,496499636,19/10/1992,388,3014,4170,4589,9033,5773,03/04/2009,11,1,AuthenticStreeSignsInc,702715,Smith,SINGLE,1160,6939,06/12/2001, ACS ,6953,All,2013,7,581472,12/01/2004
6554,A,Anamika,Ohio,Ohio,Ohio,Ohio,Andhra Pradesh,Peru,674310,888473414,Anamika47@gmail.com,Ana257A,Male,02/11/2009,47,Potential ,CustomerIdentificationProgram,courier,02/11/2009,TRUE,02/11/2009,283613291,02/11/2009,294,3013,4572,2367,7141,9347,09/01/2007,22,4,DriStickDecalCorp,423690,Anamika,MARRID,7934,6442,27/05/2008,sinoploxpvt,6499,All,2015,11,808596,08/07/1991
7777,A,Anamika,maysur,maysur,maysur,maysur,MP,Albania,601026,806773726,Anamika47@gmail.com,Ana588A,Transgender,29/08/2003,47,New ,CustomerDueDiligence,G-Mail,29/08/2003,FALSE,29/08/2003,289218041,29/08/2003,677,4132,3416,3419,9660,2333,26/09/2004,45,1,ClubColorsBuyer,322626,Anamika,MARRID,8402,4995,20/06/1992,Maruti.pvt,1681,All,2000,10,144865,12/02/2002
1138,T,Tesla,hyd,hyd,hyd,hyd,Andhra Pradesh,Peru,209637,888813879,Tesla19@gmail.com,Tes834T,Male,18/03/1990,19,Loyal ,OngoingMonitoring,G-Mail,18/03/1990,FALSE,18/03/1990,149415002,18/03/1990,490,2907,4946,4146,6654,5505,06/12/1994,9,1,BroderBros,262655,Tesla,MARRID,1077,2052,02/09/2009,RTA,6942,All,2004,8,666061,23/06/2009
561,T,Tarun,pune,pune,pune,pune,Gujarat,Albania,502462,598066586,Tarun55@rediff.co.in,Tar939T,Female,16/09/2000,55,Loyal ,CustomerDueDiligence,courier,16/09/2000,TRUE,16/09/2000,799222993,16/09/2000,437,2809,2895,2421,4999,6191,12/06/2002,13,1,DriStickDecalCorp,932738,Tarun,MARRID,8873,2363,20/12/2007,Maruti.pvt,575,All,2007,3,669564,14/09/1994
9228,A,Abhishek,Nagpur,Nagpur,Nagpur,Nagpur,MP,Afghanistan,153083,482102377,Abhishek49@yahoo.com,Abh277A,Male,03/12/2000,49,Potential ,CustomerIdentificationProgram,courier,03/12/2000,TRUE,03/12/2000,205550494,03/12/2000,105,2968,4724,3186,3321,6085,30/03/1993,46,1,DriStickDecalCorp,172096,Abhishek,SINGLE,8302,8482,10/09/2003,RTO,2546,All,2003,10,34400,04/08/2001
374,A,Anand,maysur,maysur,maysur,maysur,Andhra Pradesh,Oman,356999,191647344,Anand48@gmail.com,Ana293A,Male,15/01/1992,48,Potential ,CustomerIdentificationProgram,G-Mail,15/01/1992,TRUE,15/01/1992,255124723,15/01/1992,548,4703,4056,2488,5989,9086,14/04/2009,16,4,ImprintInc,662830,Anand,MARRID,2600,5171,08/05/1994,Maruti.pvt,9340,All,2007,1,189347,14/10/2005
216,T,Tarun,Houston,Houston,Houston,Houston,Gujarat,Pakistan,230821,83499784,Tarun38@gmail.com,Tar960T,Transgender,19/08/2006,38,Impulsive,OngoingMonitoring,G-Mail,19/08/2006,TRUE,19/08/2006,618138935,19/08/2006,649,3942,2102,4372,5239,3319,19/06/2004,33,3,ImprintInc,122479,Tarun,SINGLE,3425,6736,15/11/2008,RTA,9876,All,2004,10,415777,09/12/1998
1613,P,Parul,Texas,Texas,Texas,Texas,Jharkhand,Brazil,549667,771883885,Parul37@rediff.co.in,Par554P,Female,13/09/2006,37,Potential ,OngoingMonitoring,courier,13/09/2006,TRUE,13/09/2006,483515983,13/09/2006,798,4518,2323,2198,1757,1160,22/01/2003,22,1,ImprintInc,833137,Parul,MARRID,4625,7111,04/12/1990,RTO,259,All,2015,5,790030,08/02/2007
7654,A,Abhishek,Houston,Houston,Houston,Houston,Goa,Afghanistan,384281,872575725,Abhishek43@gmail.com,Abh634A,Male,26/05/1998,43,Loyal ,CustomerDueDiligence,G-Mail,26/05/1998,FALSE,26/05/1998,139460444,26/05/1998,281,2512,4520,4100,6003,4646,08/06/2007,41,3,DriStickDecalCorp,753858,Abhishek,MARRID,6332,3116,18/10/1991,Maruti.pvt,5761,All,2004,9,261965,13/05/2008
6204,S,Sonali,Houston,Houston,Houston,Houston,Bihar,Peru,979143,132857909,Sonali31@gmail.com,Son770S,Male,06/11/1999,31,New ,CustomerDueDiligence,G-Mail,06/11/1999,TRUE,06/11/1999,232935861,06/11/1999,898,1738,3813,2491,6330,2684,30/01/1999,23,3,ImprintInc,862888,Sonali,SINGLE,2352,9468,29/12/2003,sinoploxpvt,1240,All,2001,3,845151,04/12/2004
5084,A,Anamika,Bombay,Bombay,Bombay,Bombay,Jharkhand,Afghanistan,398202,127684066,Anamika19@yahoo.com,Ana797A,Female,02/02/1991,19,Impulsive,CustomerIdentificationProgram,G-Mail,02/02/1991,FALSE,02/02/1991,755804404,02/02/1991,641,3121,4807,4666,1625,9649,29/07/1998,25,3,ImprintInc,233931,Anamika,MARRID,4752,8615,22/06/2002,sinoploxpvt,2985,All,2017,8,85386,18/04/1992
7510,T,Tarun,Missouri,Missouri,Missouri,Missouri,Goa,Peru,662516,849585277,Tarun59@yahoo.com,Tar338T,Transgender,12/07/1999,59,Loyal ,CustomerIdentificationProgram,courier,12/07/1999,FALSE,12/07/1999,817341355,12/07/1999,734,3149,4094,3351,7823,1574,09/10/2008,4,2,AuthenticStreeSignsInc,713189,Tarun,MARRID,8849,8801,28/03/1997,Maruti.pvt,3725,All,2011,3,485677,27/08/1990
5281,A,Abhishek,Bhopal,Bhopal,Bhopal,Bhopal,Bihar,Peru,457686,977227234,Abhishek16@rediff.co.in,Abh577A,Male,23/05/2007,16,Potential ,CustomerDueDiligence,courier,23/05/2007,FALSE,23/05/2007,230875517,23/05/2007,599,3185,2549,4721,636,234,18/07/1993,8,1,AlmaMaterLLC,243240,Abhishek,SINGLE,3180,3786,25/10/1992, ACS ,4290,All,2001,3,888352,17/05/2008
5276,V,Vinay,Banglore,Banglore,Banglore,Banglore,Gujarat,Oman,697315,124617192,Vinay41@rediff.co.in,Vin845V,Male,04/12/1992,41,Impulsive,CustomerDueDiligence,courier,04/12/1992,TRUE,04/12/1992,864531718,04/12/1992,880,4317,2799,4763,9907,1309,13/05/2004,3,2,AuthenticStreeSignsInc,132134,Vinay,MARRID,7064,4872,24/03/1992,sinoploxpvt,5160,All,1991,6,681542,04/10/1996
9646,S,Siya,maysur,maysur,maysur,maysur,Kerala,India,179076,266267566,Siya16@yahoo.com,Siy269S,Male,16/05/2007,16,Potential ,OngoingMonitoring,G-Mail,16/05/2007,TRUE,16/05/2007,505786410,16/05/2007,761,4776,2422,4367,10,2736,04/11/2004,30,1,AlmaMaterLLC,432689,Siya,SINGLE,76,4512,05/10/2002, ACS ,1497,All,2004,6,548769,11/11/2009
824,N,Neeraj,Bhopal,Bhopal,Bhopal,Bhopal,MP,Peru,220040,883846975,Neeraj31@gmail.com,Nee769N,Transgender,03/10/1998,31,Impulsive,OngoingMonitoring,courier,03/10/1998,TRUE,03/10/1998,734272997,03/10/1998,105,2950,2187,4815,6609,172,14/12/1997,7,1,ImprintInc,823238,Neeraj,SINGLE,5136,626,19/03/2006,RTO,2658,All,2011,5,962865,21/05/2005
2463,S,Sachin,Delhi,Delhi,Delhi,Delhi,Goa,Albania,870582,40162874,Sachin23@rediff.co.in,Sac345S,Transgender,09/01/1998,23,Impulsive,CustomerIdentificationProgram,G-Mail,09/01/1998,FALSE,09/01/1998,184240498,09/01/1998,797,1847,2874,3034,7778,3117,21/07/2009,4,4,AlmaMaterLLC,462149,Sachin,SINGLE,6122,941,06/03/1992,sinoploxpvt,3939,All,1999,5,558269,11/09/1993
3754,A,Abhishek,Chicago,Chicago,Chicago,Chicago,Bihar,Albania,272998,213320488,Abhishek20@gmail.com,Abh366A,Female,30/07/2007,20,Impulsive,CustomerDueDiligence,courier,30/07/2007,TRUE,30/07/2007,305376580,30/07/2007,976,3930,2297,3331,8802,2373,03/09/1994,37,4,BroderBros,912912,Abhishek,MARRID,9867,4282,26/03/1996, ACS ,5852,All,1994,4,19739,24/10/1997
6622,T,Tarun,Texas,Texas,Texas,Texas,MP,India,743118,992445313,Tarun36@yahoo.com,Tar169T,Female,03/06/1998,36,Potential ,CustomerDueDiligence,G-Mail,03/06/1998,TRUE,03/06/1998,534213046,03/06/1998,675,4413,3787,3925,3407,3909,02/05/2006,23,4,AuthenticStreeSignsInc,443713,Tarun,SINGLE,7852,1409,22/06/1991,sinoploxpvt,9097,All,2005,1,793492,23/01/2004
1317,N,Neeraj,hyd,hyd,hyd,hyd,Bihar,Albania,911409,966168547,Neeraj22@gmail.com,Nee660N,Transgender,11/10/2007,22,Impulsive,CustomerDueDiligence,courier,11/10/2007,TRUE,11/10/2007,215788520,11/10/2007,659,3409,4156,3955,515,9926,27/10/2006,46,4,AlmaMaterLLC,643985,Neeraj,SINGLE,2533,6943,19/10/1993,Maruti.pvt,6982,All,2001,9,371769,29/01/1991
8108,S,Sachin,California,California,California,California,Andhra Pradesh,Pakistan,714582,546962716,Sachin16@gmail.com,Sac498S,Female,02/09/1995,16,Loyal ,CustomerIdentificationProgram,G-Mail,02/09/1995,TRUE,02/09/1995,293877345,02/09/1995,321,1062,2970,2327,9193,2368,02/12/1999,19,2,ClubColorsBuyer,803932,Sachin,MARRID,6697,3543,01/09/2007,Maruti.pvt,975,All,2002,10,934031,18/06/2008
6289,N,Neeraj,Texas,Texas,Texas,Texas,Goa,Pakistan,413494,115173825,Neeraj40@yahoo.com,Nee674N,Female,16/11/1998,40,Potential ,CustomerDueDiligence,G-Mail,16/11/1998,FALSE,16/11/1998,110207848,16/11/1998,868,1971,3935,2066,7257,3263,08/07/1997,45,4,BroderBros,893459,Neeraj,SINGLE,292,5368,04/11/2007, ACS ,8635,All,1997,7,702880,31/01/1992
4839,S,Subba,Los Angeles,Los Angeles,Los Angeles,Los Angeles,Goa,Pakistan,268328,74721763,Subba33@rediff.co.in,Sub914S,Transgender,31/03/2008,33,New ,OngoingMonitoring,G-Mail,31/03/2008,TRUE,31/03/2008,395105571,31/03/2008,681,3970,4827,3030,8243,8560,21/10/2002,5,2,AlmaMaterLLC,593686,Subba,SINGLE,1257,9378,13/06/1994, ACS ,9159,All,1996,11,645007,04/01/1991
3251,A,Anand,maysur,maysur,maysur,maysur,MP,Peru,106186,437438856,Anand25@rediff.co.in,Ana765A,Male,23/09/2006,25,Impulsive,CustomerDueDiligence,courier,23/09/2006,TRUE,23/09/2006,556737224,23/09/2006,783,3737,2738,2743,8812,438,15/12/1999,45,4,AuthenticStreeSignsInc,413496,Anand,SINGLE,6540,6096,16/12/2005, ACS ,5339,All,2002,9,19010,09/06/2009
6774,K,Kapil,Kentucky,Kentucky,Kentucky,Kentucky,Bihar,Oman,548551,719229613,Kapil30@rediff.co.in,Kap396K,Female,24/09/1996,30,Potential ,OngoingMonitoring,G-Mail,24/09/1996,FALSE,24/09/1996,290330893,24/09/1996,234,3491,2825,2071,6779,5513,10/05/2000,6,3,ClubColorsBuyer,403999,Kapil,SINGLE,2550,509,04/08/2009, ACS ,7285,All,2008,1,259801,06/12/1996
9809,A,Abhishek,hyd,hyd,hyd,hyd,Kerala,Oman,193627,176068154,Abhishek26@gmail.com,Abh584A,Transgender,12/02/2006,26,New ,CustomerIdentificationProgram,G-Mail,12/02/2006,TRUE,12/02/2006,883590664,12/02/2006,655,4750,3095,4995,7346,7087,17/07/2003,20,1,DriStickDecalCorp,843099,Abhishek,MARRID,9507,2559,14/07/2003, ACS ,5306,All,2008,8,711453,11/03/1991
1331,S,Suraj,Ohio,Ohio,Ohio,Ohio,Gujarat,Brazil,728788,450178011,Suraj19@gmail.com,Sur522S,Female,10/11/1990,19,New ,CustomerDueDiligence,courier,10/11/1990,FALSE,10/11/1990,177659850,10/11/1990,322,2472,3862,2806,9158,3505,14/08/1998,25,2,ImprintInc,903430,Suraj,SINGLE,4754,1530,09/10/2001,sinoploxpvt,3175,All,2001,9,155101,16/06/2008
4365,P,Parul,Bhopal,Bhopal,Bhopal,Bhopal,Jharkhand,Brazil,344763,863010022,Parul16@yahoo.com,Par159P,Transgender,02/05/1994,16,Impulsive,OngoingMonitoring,G-Mail,02/05/1994,FALSE,02/05/1994,640699186,02/05/1994,659,4577,4410,2454,1484,6845,31/05/1991,0,1,AuthenticStreeSignsInc,253884,Parul,SINGLE,5156,4092,07/12/1992,sinoploxpvt,5297,All,2006,1,492807,01/03/2000
4741,A,Anand,Banglore,Banglore,Banglore,Banglore,Bihar,Peru,876346,350806755,Anand38@rediff.co.in,Ana185A,Male,25/10/1994,38,Loyal ,CustomerIdentificationProgram,courier,25/10/1994,TRUE,25/10/1994,346746917,25/10/1994,286,3096,2102,2836,4898,1433,08/12/2004,34,2,ImprintInc,512797,Anand,MARRID,6985,9773,25/07/1997,Maruti.pvt,7948,All,2001,8,391509,24/01/2003
4819,S,Sachin,Banglore,Banglore,Banglore,Banglore,Goa,India,837164,672112242,Sachin37@yahoo.com,Sac348S,Female,16/09/2001,37,Impulsive,CustomerIdentificationProgram,G-Mail,16/09/2001,TRUE,16/09/2001,989966275,16/09/2001,958,4806,3711,2530,4974,2810,10/04/2003,42,4,AlmaMaterLLC,492514,Sachin,MARRID,9904,5865,16/11/2008, ACS ,3079,All,2014,2,179526,11/05/1998
3918,A,Anamika,Los Angeles,Los Angeles,Los Angeles,Los Angeles,Andhra Pradesh,Oman,735704,946998097,Anamika26@gmail.com,Ana570A,Male,11/08/1990,26,New ,OngoingMonitoring,courier,11/08/1990,TRUE,11/08/1990,860537965,11/08/1990,857,2345,4551,2244,4831,9699,17/01/2005,12,1,AuthenticStreeSignsInc,923509,Anamika,MARRID,7638,2685,19/12/2008,RTO,5084,All,2001,2,906255,11/12/2003
6959,N,Nikhil,California,California,California,California,Gujarat,Pakistan,310191,106912477,Nikhil59@rediff.co.in,Nik577N,Female,21/11/2006,59,Loyal ,OngoingMonitoring,courier,21/11/2006,TRUE,21/11/2006,626516859,21/11/2006,292,2543,3252,4292,5101,8437,10/09/2001,42,3,AlmaMaterLLC,912777,Nikhil,SINGLE,5429,6741,16/07/1990, ACS ,3170,All,2012,9,143333,19/06/2006
